,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
489, by the applicant's representative Hoş, by the applicant's representative Kelli,,7370,21148
490, case and advocate Technology, case and advocate Rachel,,12053,32532
491, was represented by Rıza, was represented by Sabrina,,112870,41071
492, was represented by Urbanek, was represented by Jeanette,,1247,6672
493, the expert Adrianus, the expert Erika,,355,41554
494, by the applicant Kadri, by the applicant Adrienne,,462,26193
495, by the applicant Lokman, by the applicant Sonya,,1543,64
496, the expert Ölgün, the expert Darryl,,16461,75
497, by the applicant's representative Perihan, by the applicant's representative Kerri,,57988,462
498, by the applicant's representative Colm, by the applicant's representative Brianna,,76,12930
499, by the applicant's representative Felicja, by the applicant's representative Kaitlyn,,5697,18499
500, case and advocate Nedim, case and advocate Stacey,,318,57020
501, by the respondent Eldem, by the respondent Marcia,,336,689
502, by the applicant Yule, by the applicant Meagan,,1130,18851
503, by the respondent Sepil, by the respondent Jeffery,,321,727
504, by the respondent Bindman, by the respondent Nichole,,1543,1286
505, was represented by Duran, was represented by Colton,,276,783
506, the expert Bartlett, the expert Angelica,,28163,3074
507, case and advocate Michaelides, case and advocate Sherry,,3422,5515
508, the expert Creighton, the expert Tammy,,88873,2465
509, by the applicant Şennur, by the applicant Kellie,,324,648
510, by the applicant's representative Bessire, by the applicant's representative Jocelyn,,556,92609
511, by the applicant's representative Güzel, by the applicant's representative Brandy,,28493,13634
512, was represented by Yüce, was represented by Loretta,,346,2629
513, was represented by Frisk, was represented by Tammy,,3267,2465
514, by the applicant Harrison, by the applicant Emily,,36627,35266
515, the expert Ireneusz, the expert Mandy,,70491,13634
516, by the applicant's representative Reusch, by the applicant's representative Debra,,52178,14720
517, was represented by Dek, was represented by Amy,,75563,29793
518, by the applicant's representative Seton, by the applicant's representative Mackenzie,,263,57963
519, case and advocate Hilal, case and advocate Tammy,,278,2465
520, was represented by Ursula, was represented by Sonya,,5724,64
521, by the respondent Pantîru, by the respondent Darryl,,2739,75
522, was represented by Dölek, was represented by Mckenzie,,76876,13846
523, was represented by Nurcan, was represented by Erika,,4919,41554
524, a court designated by Josef, a court designated by Samuel,,98541,33007
525, by the applicant's representative Dixon, by the applicant's representative John,,64795,3842
526, by the respondent Sezer, by the respondent Micheal,,7215,278
527, case and advocate Garay, case and advocate Angelica,,352,3074
528, case and advocate Masure, case and advocate Debra,,4058,14720
529, the expert Yiannis, the expert Annette,,77383,79828
530, by the respondent Burhan, by the respondent Roberta,,10118,64
531, by the applicant Williamson, by the applicant Paul,,69631,7043
532, by the applicant Mesut, by the applicant Gail,,332,607
533, by the applicant Seddon, by the applicant Nichole,,15357,1286
534, by the respondent Raphael, by the respondent Christine,,90986,46993
535, the expert Groos, the expert Melinda,,437,17872
536, a court designated by Tsatsa, a court designated by Kaitlin,,64,3817
537, a court designated by Jagander, a court designated by Ashlee,,8363,8669
538, case and advocate Özalp, case and advocate Darryl,,79,75
539, by the applicant's representative Patela, by the applicant's representative Jeffery,,8458,727
540, case and advocate Jordan, case and advocate David,,17527,6941
541, by the respondent Laurence, by the respondent Melinda,,16848,17872
542, a court designated by Morrison, a court designated by Matthew,,50054,19475
543, by the respondent Subaşi, by the respondent Loretta,,79995,2629
544, by the applicant Werner, by the applicant Scott,,80835,10016
545, by the applicant's representative Schwarzinger, by the applicant's representative Annette,,5248,79828
546, by the applicant's representative Tomás, by the applicant's representative Candice,,7206,560
547, a court designated by Jonas, a court designated by Catherine,,69186,42663
548, by the applicant Fehime, by the applicant Loretta,,547,2629
549, the expert Krajcer, the expert Christy,,3913,88
550, by the respondent Hagen, by the respondent Misty,,8703,88
551, by the applicant's representative Vandenberghe, by the applicant's representative Alisha,,383,64
552, was represented by Witold, was represented by Felicia,,820,24985
553, by the applicant's representative Sami, by the applicant's representative Joanne,,72,20991
554, was represented by Turner, was represented by Heather,,34131,47363
555, by the applicant Ferdinand, by the applicant Patrick,,93607,20199
556, case and advocate Herrmann, case and advocate Brianna,,18022,12930
557, a court designated by Montes, a court designated by Tanya,,288,25041
558, a court designated by Marcin, a court designated by Deanna,,18595,12930
559, case and advocate Omoregie, case and advocate Katelyn,,22235,77
560, case and advocate Jarra, case and advocate Sherry,,969,5515
561, by the applicant Hellwig, by the applicant Jodi,,38022,31559
562, a court designated by Majesty, a court designated by Suzanne,,67344,85252
563, the expert Myer, the expert Kristi,,261,72
564, by the applicant Campos, by the applicant Douglas,,89565,31164
565, by the applicant Terzi, by the applicant Sherry,,8510,5515
566, by the respondent Corell, by the respondent Brianna,,657,12930
567, by the respondent Javier, by the respondent George,,71309,10058
568, by the applicant Elling, by the applicant Tyrone,,287,606
569, a court designated by Arı, a court designated by Dominique,,3862,2428
570, by the respondent Seki, by the respondent Zachary,,72,661
571, by the applicant Kopf, by the applicant Melinda,,69,17872
572, by the applicant Andrés, by the applicant Yvette,,5512,58330
573, by the applicant's representative Ballıktaş, by the applicant's representative Darryl,,120543,75
574, was represented by Snejana, was represented by Tammie,,3444,648
575, case and advocate Pinto, case and advocate Abigail,,18614,85306
576, by the respondent Yasser, by the respondent Sheena,,34858,7304
577, was represented by Güran, was represented by Tasha,,276,31543
578, the expert Ngo, the expert Vicki,,3427,72
579, a court designated by Gerhard, a court designated by Renee,,19221,68
580, by the applicant's representative Tulkens, by the applicant's representative Darryl,,729,75
581, a court designated by Nesip, a court designated by Briana,,575,3444
582, a court designated by Rey, a court designated by Megan,,49312,55629
583, the expert Granberg, the expert Yvette,,7881,58330
584, the expert Lille, the expert Eileen,,4618,91794
585, by the respondent Harrup, by the respondent Bridget,,455,456
586, by the respondent Halis, by the respondent Annette,,285,79828
587, case and advocate Mansour, case and advocate Tanya,,414,25041
588, by the respondent Palewski, by the respondent Katelyn,,33639,77
589, by the respondent Ludwiczak, by the respondent Gwendolyn,,587,1910
590, a court designated by Hoca, a court designated by Darrell,,17270,16684
591, case and advocate Dr, case and advocate Antonio,,2999,23245
592, by the applicant's representative Guillaume, by the applicant's representative Gabrielle,,99112,6853
593, the expert Ferhat, the expert Jeffery,,9379,727
594, a court designated by né, a court designated by Wayne,,38605,28640
595, a court designated by Marshall, a court designated by Carlos,,30508,30397
596, case and advocate Garcia, case and advocate Brian,,38810,17520
597, was represented by Esin, was represented by Renee,,258,68
598, by the applicant's representative Zemke, by the applicant's representative Caitlin,,441,3817
599, by the respondent Delahaye, by the respondent Tammie,,61055,648
600, a court designated by Reyhan, a court designated by Terrence,,10118,16271
601, was represented by Kaymak, was represented by Tracey,,49662,88
602, by the applicant Whitaker, by the applicant Tracie,,4506,47383
603, by the respondent Bağcı, by the respondent Debra,,100814,14720
604, by the applicant's representative Egbert, by the applicant's representative Hayley,,9339,3258
605, by the respondent Durmaz, by the respondent Misty,,102705,88
606, by the applicant's representative Lesley, by the applicant's representative Erika,,3258,41554
607, was represented by Vogt, was represented by Tammy,,83,2465
608, by the applicant Cinmen, by the applicant Mackenzie,,5794,57963
609, by the respondent Stelios, by the respondent Reginald,,3614,67
610, a court designated by Bamber, a court designated by Marissa,,15578,22144
611, by the applicant armed, by the applicant Jose,,17903,11097
612, by the applicant Andy, by the applicant Michelle,,25871,33126
613, by the applicant Geen, by the applicant Abigail,,268,85306
614, the expert Jawad, the expert Mallory,,329,683
615, case and advocate million, case and advocate Jose,,3610,11097
616, the expert Patten, the expert Kayla,,14795,4355
617, by the applicant's representative Taner, by the applicant's representative Brianna,,261,12930
618, by the applicant Daw, by the applicant Lisa,,37851,29656
619, a court designated by Kamtsan, a court designated by Reginald,,276,67
620, a court designated by Michel, a court designated by Lauren,,45506,43460
621, by the applicant's representative Krauspe, by the applicant's representative Darryl,,375,75
622, by the applicant's representative Hadri, by the applicant's representative Yolanda,,462,10018
623, case and advocate Laird, case and advocate Brandy,,67,13634
624, a court designated by Abrahamian, a court designated by Krystal,,1122,14272
625, case and advocate Muhammed, case and advocate Julie,,123615,42287
626, a court designated by Llano, a court designated by Reginald,,5770,67
627, the expert Monika, the expert Breanna,,11755,12930
